Name,Phone number,Address,Website
Mediclinic Al Yahar,800 2000,Abu Dhabi - Al Ain Rd - Al Jasr - Abu Dhabi,https://www.mediclinic.ae/en/al-yahar/home.html
𝐇𝐞𝐚𝐥𝐭𝐡𝐇𝐮𝐛 𝐂𝐥𝐢𝐧𝐢𝐜 | 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐂𝐢𝐭𝐲WebsiteDirections           Saved (0) Saved Save     ,04 571 4100,"Opposite T 01 Spain Cluster , Shop No 04 - Dubai",https://www.healthhubalfuttaim.com/home
𝐇𝐞𝐚𝐥𝐭𝐡𝐇𝐮𝐛 𝐂𝐥𝐢𝐧𝐢𝐜 | 𝐒𝐢𝐥𝐢𝐜𝐨𝐧 𝐎𝐚𝐬𝐢𝐬,800 2344,Dubai Silicon Oasis - Dubai,https://www.healthhubalfuttaim.com/home
Ajman University dental clinic,06 705 6289,Al Jerf 1 - Ajman,http://www.ajman.ac.ae/
Care Plus Medical Center - Jebel Ali,04 882 9333,Mina Jebel AliJebel Ali Industrial - Dubai,http://www.advancedcareuae.com/
Clinica Joelle Abu DhabiWebsiteDirections           Saved (0) Saved Save     ,02 666 6988,Marina Village - Abu Dhabi,http://www.clinicajoelle.com/
Saudi German Clinics JumeirahWebsiteDirections           Saved (0) Saved Save     ,800 2211,"The Mall, Ground floor Umm Suqeim 3 Opposite Jumeirah Beach Resort - Dubai",https://www.saudigermanclinics.com/
Al Das Medical ClinicWebsiteDirections           Saved (0) Saved Save     ,04 452 9998,"Shoreline 10, 10, 25.114269, 55.141732 - Dubai",https://www.aldasclinic.com/
HealthBay Al Wasl,04 348 7140,977 Al Wasl Rd - Al Manara - Dubai,http://www.healthbayclinic.com/
المركز التخصصي لطب وتقويم الاسنان Specialized Dental and Orthodontic Centre,02 443 9688,Al MushrifW24-01 - Abu Dhabi,http://www.sdocenter.com/
Mediclinic Deira,04 605 5999,"City Centre Offices Building,Port Saeed,Adjacent to Pullman Hotel - Dubai",http://www.mediclinic.ae/
Emirates Specialty HospitalWebsiteDirections           Saved (0) Saved Save     ,04 248 4500,Building 62 Dubai Healthcare City - 26th St - Umm Hurair 2Dubai Healthcare City - Dubai,https://www.eshospital.com/
𝐇𝐞𝐚𝐥𝐭𝐡𝐇𝐮𝐛 𝐂𝐥𝐢𝐧𝐢𝐜 | 𝐀𝐥 𝐖𝐚𝐫𝐪𝐚WebsiteDirections           Saved (0) Saved Save     ,04 218 6222,Mashroom Building 3 - Al WarqaAl Warqa 1 - Dubai,http://www.healthhubalfuttaim.com/
Clinica Joelle DubaiWebsiteDirections           Saved (0) Saved Save     ,04 338 8904,Jumeirah 3. Villa 8/8 Beach Villas - Dubai,http://www.clinicajoelle.com/
𝐇𝐞𝐚𝐥𝐭𝐡𝐇𝐮𝐛 𝐂𝐥𝐢𝐧𝐢𝐜 | 𝐀𝐥 𝐐𝐮𝐬𝐚𝐢𝐬WebsiteDirections           Saved (0) Saved Save     ,04 204 0400,Al Nahda road - 8 B St - Dubai,http://healthhubalfuttaim.com/
Abeer Al Noor Polyclinic MuhaisnahWebsiteDirections           Saved (0) Saved Save     ,04 272 9966,30 32 A St - MuhaisnahMuhaisanah 2 - Dubai,http://www.alnoorclinics.com/
Cure North,02 410 0900,Al Bateen - Abu Dhabi,http://cure.ae/
Dr. VladimirWebsiteDirections           Saved (0) Saved Save     ,04 378 6666,Al Zahra Hospital - Al BarshaAl Barsha 1 - Dubai,http://azhd.ae/
Advanced Care Medical Center (Br.) DIPWebsiteDirections           Saved (0) Saved Save     ,04 885 0788,"Shop No : 5, Nassem Al Madina Super Market Buliding, Phase 2, Dubai Investment Park - Dubai",http://www.advancedcareuae.com/
Ideal Medical CenterWebsiteDirections           Saved (0) Saved Save     ,06 562 3844,"Flat No. 102, 104 &106 1stFloor, Juice World Building 4237 - Al Arouba St - Sharjah",http://imcuae.com/
DR PEGAH DEHDARIWebsiteDirections           Saved (0) Saved Save     ,056 258 6233,The Residences at Marina Gate I Floor 1 - Dubai,https://kingscollegehospitaldubai.com/dr/pegah-dehdari/
Al-Futtaim health Corporate Office | Festival City MallWebsiteDirections           Saved (0) Saved Save     ,800 23344,"Ground Floor, Festival City Mall, Opposite IKEA - Dubai Festival City - Dubai",http://www.healthhubalfuttaim.com/
NMC Deira,04 233 9900,"M Floor, Al Safia Building, Salahuddin Road Near Abu Hail - Metro Station - Deira - Dubai",https://nmc.ae/hospitals/dubai/nmc-medical-centre-deira-15
Elite Plastic & Cosmetic Surgery Group | Compassionate Care You Can Trust | DubaiWebsiteDirections           Saved (0) Saved Save     ,04 431 2396,"Building 64 - Unit 4012, 4th Floor, Block C - Oud Metha Rd - Dubai",https://elitecosmeticsurgery.ae/
Mediclinic Khalifa City,800 2000,284 Al Mireef St - Khalifa CitySE42 - Abu Dhabi,http://www.mediclinic.ae/
Dynamic PRP Therapy Clinic DubaiWebsiteDirections           Saved (0) Saved Save     ,04 584 1177,Damac Executive Heights - 1605 - Dubai,https://www.dynamiclinic.com/hair-transplant/prp-hair-loss-treatment/
Emirates HospitalWebsiteDirections           Saved (0) Saved Save     ,800 444444,Jumeirah Beach Road Near - Al Jadaf - Dubai Canal - Jumeirah 2 - Dubai,https://www.emirateshospital.ae/clinics/jumeirah-hospital/
Ahalia Hospital Abu Dhabi- Hamdan Street,02 626 2666,opp Liwa Center - Hamdan Bin Mohammed St - Abu Dhabi,http://www.ahaliagroup.com/ahh
DNA Health & Wellness - JumeirahWebsiteDirections           Saved (0) Saved Save     ,04 573 6500,"DNA Health Jumeirah, Jumeirah Al Qasr Hotel, Madinat Jumeirah - Al Sufouh 1 - Dubai",https://www.dnahealthcorp.com/
NMC Royal Medical CentreWebsiteDirections           Saved (0) Saved Save     ,800 2273,Sama Tower - Zone 1 - Abu Dhabi,https://nmc.ae/hospitals/abu-dhabi/nmc-royal-medical-centre-43
"Aster Cedars Hospital, Jebel AliWebsiteDirections           Saved (0) Saved Save     ",04 440 0500,Street No.2 - Dubai,https://asterhospital.com/
Ugarit Dental Center,06 533 5055,Al MajazAl Majaz 1 - Sharjah,http://ugaritdentalcenter.com/
Al Muwaiji Healthcare CenterWebsiteDirections           Saved (0) Saved Save     ,800 50,"Al Muwaiji Healthcare Center 24.20689,55.718966 - Al Ain",http://www.seha.ae/
Medeor 24x7 Hospital - 24x7 مستشفى ميديورWebsiteDirections           Saved (0) Saved Save     ,800 55,Al Falah St - Zone 1 - Abu Dhabi,http://www.medeor.ae/home
Emirates Specialty Hospital Clinic,04 248 4500,Port Rashid - Dubai,https://www.eshospital.com/
American Hospital Al Khawaneej Clinic,04 377 5500,Al KhawaneejAl Khawaneej 1 - Dubai,https://www.ahdubai.com/branches/american-hospital-al-khawaneej-clinic
Avivo GroupWebsiteDirections           Saved (0) Saved Save     ,04 370 5080,"Office No. 2901 - 2903, API Trio Towers, Novotel Hotel - Sheikh Zayed Rd - Dubai",http://www.avivo-group.com/
Emirates Hospital Day Surgery & Medical Center,04 871 6900,Motor CityUp Town Motor City - Dubai,http://www.emirateshospitalmc.ae/
Aster Day Surgery CenterWebsiteDirections           Saved (0) Saved Save     ,04 440 0500,Kuwait St - Al Mankhool - Dubai,http://www.asterhospital.com/
7DMC Dermatology & Aesthetics ClinicWebsiteDirections           Saved (0) Saved Save     ,04 243 4777,"Clinic 5, Diamond Business Centre A, 1st Floor Arjan Exit Road, Next to Miracle Garden, Arjan - Dubai",https://7dmc.ae/medical-services/dermatology-and-aesthetics/
Prime Hospital - Multi Specialty Private Hospital Dubai | Top Medical Centre UAE,04 292 9777,Airport Road Al Garhoud Next to Le Meridian Hotel - Dubai,http://www.primehealth.ae/
